Entry ID,[Filter],Entry JP Name,[Entry EU Name],Width,Depth,Element ID,[Element Name],Pad 1,Pad 2,Movement Flags,[May Dodge],[Unk Damage],[Unk Ranged],[Unk Melee],[Ranged Atk],[Melee Atk],[Ranged Only],[Take Cover],[In Air],[On Ground],[Reserved],[May Move],Counter%,EXP,Gold,Pad 3,Pad 4,MAXHP,Unk 1,Green,Red,Purple,Blue,Yellow,Silver,Poison,Unconscious,Stone,Sleep,Confusion,Silence,Fatigue,Revival,Weak,State 10,State 11,State 12,State 13,State 14,State 15,Danger,Effect ID,[Effect Name],State ID,[State Name],State Miss%,Pad 5,Level,Will,Vigor,Agile,Quick,Attack,Defense,MagDef,Hit%,Dodge%,Pad 6,Pad 7,Item 1 Prob,Item 1 Amount,Item 1 ID,[Item 1 Name],Item 2 Prob,Item 2 Amount,Item 2 ID,[Item 2 Name],Item 3 Prob,Item 3 Amount,Item 3 ID,[Item 3 Name],Item 4 Prob,Item 4 Amount,Item 4 ID,[Item 4 Name]
114,*,Zivilyn Bane L28,Zivilyn Bane L28,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,28,3001,4361,-1,-1,9004843,18.0,8,8,12,12,10,10,8,0,0,12,12,0,0,0,10,10,10,10,10,10,10,800,70,Confusion + Damage,4,Confusion,40,-1,28,102,92,28,138,305,256,204,115,28,-1,-1,1,1,263,Dexus Seed,5,1,260,Paranta Seed,10,1,261,Icyl Seed,30,1,262,Zaal Seed
115,*,Zivilyn Bane L30,Zivilyn Bane L30,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,3415,4738,-1,-1,9005144,18.0,8,8,12,12,10,10,8,0,0,12,12,0,0,0,10,10,10,10,10,10,10,800,69,Sleep + Damage,3,Sleep,40,-1,30,108,97,30,146,330,272,217,115,30,-1,-1,1,1,263,Dexus Seed,5,1,264,Sylph Seed,10,1,265,Vidal Seed,30,1,266,Magus Seed
116,*,Zivilyn Bane L33,Zivilyn Bane L33,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,32,4081,5312,-1,-1,9005599,18.0,8,8,12,12,10,10,8,0,0,12,12,0,0,0,10,10,10,10,10,10,10,800,71,Silence + Damage,5,Silence,40,-1,33,118,106,32,159,365,296,236,115,32,-1,-1,1,1,263,Dexus Seed,5,1,260,Paranta Seed,10,1,261,Icyl Seed,30,1,262,Zaal Seed
118,*,Hunter L39b,Hunta,1,1,5,Silver,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,15,302,114,-1,-1,9000156,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,114,5,139,436,412,275,90,10,-1,-1,2,1,66,Warrior's Pistol,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
119,*,Delvax,Delvax,1,1,5,Silver,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,10,627,223,-1,-1,9000294,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,126,15,232,315,412,344,90,25,-1,-1,2,1,61,Serpent Strike,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
120,*,Hopril,Hopril,1,1,5,Silver,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,25,1067,365,-1,-1,9000684,18.0,10,10,10,10,11,9,0,9,0,10,10,0,0,0,11,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,39,137,126,25,154,344,412,344,90,10,-1,-1,1,1,166,Cupil Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
121,*,Elcian,Elcian,1,1,4,Yellow,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,50,30000,15000,-1,-1,9010000,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,72,Fatigue + Damage,6,Fatigue,0,-1,50,1200,250,50,400,2000,700,700,200,50,-1,-1,10,1,210,Black Map,10,1,218,Valuan Medallion,50,1,263,Dexus Seed,100,1,258,Moonberry
128,*,Antonio,Antonio,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,23,75,-1,-1,565,18.0,12,10,8,10,6,12,12,0,0,10,8,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,2,19,16,15,24,55,48,68,105,15,-1,-1,100,1,273,Electri Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
129,*,Sentinel,Sentinel,3,3,5,Silver,-1,-1,0b011111000111,"",X,X,X,X,X,"","","",X,X,X,30,56,95,-1,-1,871,18.0,6,10,10,12,14,8,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,2500,-1,None,0,Poison,0,-1,3,32,28,10,31,96,64,88,115,0,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
130,*,Bleigock,Bleigock,3,3,0,Green,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,10,75,477,-1,-1,6742,18.0,0,30,10,3,3,30,0,0,0,8,10,0,0,0,0,10,10,10,10,10,10,2500,4,Poison + Damage,0,Poison,40,-1,4,47,28,15,32,86,69,69,75,5,-1,-1,100,1,4,Assassin Blade,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
131,*,Executioner L05,Carcer L05,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,26,507,-1,-1,1435,18.0,12,10,8,10,8,12,20,0,0,10,5,5,0,0,0,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,5,56,37,25,40,100,88,62,95,10,-1,-1,100,1,125,Heavy Armor,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
132,*,Galcian L05,Galcian L05,1,1,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,0,0,0,-1,-1,9999999,18.0,12,10,8,10,8,12,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,2500,-1,None,0,Poison,0,-1,5,89,50,10,31,102,119,119,200,10,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
133,*,Royal Guard L05,Sceptrum Praeses L05,1,1,4,Yellow,-1,-1,0b111111110111,X,X,X,X,X,X,X,X,"",X,X,X,25,14,391,-1,-1,694,18.0,12,10,8,10,6,12,20,0,0,10,0,0,0,0,0,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,5,53,41,5,45,98,101,84,110,10,-1,-1,100,1,252,Glyph of Might,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
134,*,Rokwyrm,Rokwyrm,3,3,1,Red,-1,-1,0b011111001001,"",X,X,X,X,X,"","",X,"","",X,20,61,792,-1,-1,3378,18.0,6,1,19,14,10,10,8,0,0,10,0,0,0,0,0,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,6,59,54,10,42,112,94,164,105,0,-1,-1,100,1,277,Riselem Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
136,*,Antonio 2,Antonio 2,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,136,597,-1,-1,3586,18.0,12,10,8,10,8,12,12,0,0,10,8,0,0,0,0,10,10,10,10,10,10,2500,70,Confusion + Damage,4,Confusion,30,-1,8,72,76,25,52,141,122,149,105,15,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
137,*,Rik'talish,Rik'talish,3,3,0,Green,-1,-1,0b111111000100,X,X,X,X,X,X,"","","",X,"","",15,539,1187,-1,-1,6222,18.0,10,12,10,8,8,12,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,2500,73,Weak + Damage,8,Weak,30,-1,9,78,58,15,60,170,132,132,105,15,-1,-1,100,1,265,Vidal Seed,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
138,*,Sinistra,Sinistra,3,3,1,Red,-1,-1,0b111111001001,X,X,X,X,X,X,"","",X,"","",X,20,628,795,-1,-1,2080,18.0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,90,-1,12,88,82,10,69,182,605,102,90,20,-1,-1,100,1,8,Sword of Daccat,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
139,*,Destra,Destra,3,3,2,Purple,-1,-1,0b111111001001,X,X,X,X,X,X,"","",X,"","",X,20,628,795,-1,-1,2080,18.0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,71,Silence + Damage,5,Silence,80,-1,12,88,82,10,69,182,605,0,90,20,-1,-1,100,1,69,Daccat Custom,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
140,*,Ramirez L13,Ramirez L13,1,1,5,Silver,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,0,0,0,-1,-1,9999999,18.0,8,10,10,12,12,8,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,2500,8,Stone + Damage,0,Poison,20,-1,13,256,98,10,90,286,192,192,200,80,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
141,*,Vigoro,Vigoro,1,1,1,Red,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,35,630,2044,-1,-1,1882,18.0,8,8,12,12,10,10,8,0,0,12,12,0,0,0,0,10,10,10,10,10,10,2500,-1,None,0,Poison,0,-1,13,91,99,20,140,257,364,228,95,20,-1,-1,100,1,334,Cannon Room Key,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
142,*,Dralkor Tank,Dralkor Lacus,3,3,1,Red,-1,-1,0b011111000101,"",X,X,X,X,X,"","","",X,"",X,15,1244,2339,-1,-1,1726,18.0,1,1,5,5,3,3,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,13,94,106,20,109,220,177,165,105,0,-1,-1,100,1,262,Zaal Seed,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
144,*,Tortigar,Tortigar,3,3,3,Blue,-1,-1,0b111111111001,X,X,X,X,X,X,X,X,X,"","",X,25,15498,4350,-1,-1,9010865,18.0,11,9,11,10,9,10,6,0,6,6,6,6,0,0,6,10,10,10,10,10,10,3500,8,Stone + Damage,2,Stone,80,-1,30,434,179,10,74,368,358,358,90,5,-1,-1,100,1,130,Moonlight Robe,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
145,*,Jao,Jao,1,1,3,Blue,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,25,2979,1277,-1,-1,9002681,18.0,11,9,11,10,9,10,10,0,5,5,10,0,0,0,5,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,29,107,89,25,156,312,268,268,125,25,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
146,*,Mao,Mao,1,1,3,Blue,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,25,2979,1277,-1,-1,9002681,18.0,11,9,11,10,9,10,10,0,5,5,10,0,0,0,5,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,29,107,89,25,156,312,268,268,125,25,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
147,*,Muraji,Muraji,1,1,3,Blue,-1,-1,0b110000110111,X,X,"","","","",X,X,"",X,X,X,0,3873,1971,-1,-1,9003286,18.0,11,9,11,10,9,10,20,0,20,20,0,0,0,0,20,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,31,143,93,0,126,186,224,336,0,25,-1,-1,100,4,245,Magic Dew,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
148,*,Veltarn,Veltarn,3,3,2,Purple,-1,-1,0b111111000110,X,X,X,X,X,X,"","","",X,X,"",20,13427,6491,-1,-1,9010801,18.0,11,14,7,9,10,10,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3500,70,Confusion + Damage,4,Confusion,40,-1,33,120,187,15,189,400,375,375,100,15,-1,-1,100,1,270,Crystalen Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
149,*,Vigoro,Vigoro,1,1,1,Red,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,35,18629,6812,-1,-1,9014353,18.0,9,9,11,11,10,10,4,0,4,4,4,0,0,0,4,10,10,10,10,10,10,1000,70,Confusion + Damage,4,Confusion,80,-1,37,132,243,20,149,498,365,365,95,20,-1,-1,100,1,260,Paranta Seed,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
150,*,Dracoslyth,Dracoslyth,3,3,1,Red,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,15,3757,1338,-1,-1,9006193,18.0,9,7,14,11,10,10,3,5,5,7,7,0,0,0,5,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,39,137,172,15,154,484,344,344,95,10,-1,-1,5,1,181,Defensive Aura,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
151,*,Galcian L38,Galcian L38,1,1,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,20,29884,10387,-1,-1,9021761,18.0,9,10,10,11,9,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,38,207,113,15,153,453,340,340,120,10,-1,-1,100,1,218,Valuan Medallion,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
152,*,Ramirez L37,Ramirez L37,1,1,5,Silver,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,0,0,-1,-1,9999999,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,37,164,191,15,177,574,574,574,120,25,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
153,*,Ramirez L39,Ramirez L39,1,1,5,Silver,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,20,31338,0,-1,-1,9022273,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,73,Weak + Damage,8,Weak,60,-1,39,541,116,20,203,522,348,348,120,20,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
154,*,Eliminator,Eliminator,3,3,5,Silver,-1,-1,0b011111000111,"",X,X,X,X,X,"","","",X,X,X,30,18629,6812,-1,-1,9020721,18.0,10,10,10,10,11,9,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,37,132,116,10,134,421,332,365,115,0,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
155,*,Gordo,Gordo,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,5,264,485,-1,-1,2058,18.0,1,1,5,5,3,3,8,0,0,18,0,18,0,0,0,10,10,10,10,10,10,2000,-1,None,0,Poison,0,-1,11,80,59,5,63,171,160,160,80,5,-1,-1,100,1,259,Cham,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
156,*,Mad Chef,Furiosus,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,15,59,188,-1,-1,221,18.0,1,1,3,3,2,2,0,0,0,12,12,12,0,0,0,10,10,10,10,10,10,800,4,Poison + Damage,0,Poison,70,-1,11,90,57,15,59,158,137,91,100,10,-1,-1,10,1,288,Spiked Sunfish,20,2,286,Red Sardis,30,10,287,Flying Fish,40,20,285,Sky Sardis
157,*,Ramirez L40,Ramirez L40,3,3,5,Silver,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,25,0,0,-1,-1,9024001,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,3500,73,Weak + Damage,8,Weak,20,-1,40,550,134,25,174,528,404,404,120,15,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
158,*,Piastol A15,Piastol A15,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,3545,2217,-1,-1,9003928,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,15,99,54,15,136,192,60,266,130,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
159,*,Piastol A18,Piastol A18,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,5054,2759,-1,-1,9005039,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,18,145,65,15,158,223,82,308,130,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
160,*,Piastol A23,Piastol A23,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,8076,3703,-1,-1,9006178,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,23,222,79,15,194,274,101,378,130,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
161,*,Piastol A28,Piastol A28,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,11704,4689,-1,-1,9007086,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,28,298,96,15,230,324,133,448,130,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
162,*,Piastol A33,Piastol A33,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,15913,5711,-1,-1,9008557,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,33,375,114,15,266,375,171,518,130,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
163,*,Piastol B30,Piastol B30,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,31,13319,5093,-1,-1,9009166,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,30,327,108,16,269,351,108,484,131,31,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
164,*,Piastol B33,Piastol B33,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,31,15913,5711,-1,-1,9010086,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,33,373,129,16,293,382,183,526,131,31,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
165,*,Piastol B38,Piastol B38,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,31,20683,6764,-1,-1,9011346,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,38,450,176,16,332,434,362,598,131,31,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
166,*,Spell Warden L01a,Venificus L01a,1,1,2,Purple,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,5,2,50,-1,-1,406,18.0,10,12,8,8,12,10,10,0,0,5,0,0,0,0,20,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,1,0,20,5,18,36,30,104,70,25,-1,-1,100,1,244,Magic Droplet,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
167,*,Spell Warden L01b,Venificus L01b,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,5,2,50,-1,-1,406,18.0,8,8,12,12,10,10,5,0,0,20,0,0,0,0,10,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,1,30,20,5,18,36,30,104,70,25,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
168,*,Piastol C35,Piastol C35,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,32,17754,6128,-1,-1,9010371,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,35,419,166,17,322,411,346,564,132,32,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
169,*,Piastol C38,Piastol C38,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,32,20683,6764,-1,-1,9011183,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,38,467,179,17,347,443,372,608,132,32,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
170,*,Royal Guard L01,Sceptrum Praeses L01,1,1,4,Yellow,-1,-1,0b111111110111,X,X,X,X,X,X,X,X,"",X,X,X,25,6,100,-1,-1,668,18.0,12,10,8,10,6,12,20,0,0,10,0,0,0,0,5,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,1,7,21,5,21,62,42,60,110,10,-1,-1,100,1,87,Valuan Uniform,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
171,*,Kantor L02,Kantor L02,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,23,75,-1,-1,415,18.0,12,10,8,10,6,12,12,0,0,10,8,0,0,0,8,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,2,19,16,15,24,55,48,68,105,15,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
172,*,Kantor L08,Kantor L08,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,68,299,-1,-1,1793,18.0,12,10,8,10,8,12,12,0,0,10,8,0,0,0,0,10,10,10,10,10,10,500,70,Confusion + Damage,4,Confusion,70,-1,8,72,76,25,52,141,122,149,105,15,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
173,*,Piastol D40,Piastol D40,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,33,22745,7194,-1,-1,9011722,18.0,11,9,11,10,9,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,80,-1,40,518,207,18,380,493,397,640,133,33,-1,-1,100,1,120,Light Dress,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
175,*,Polraxis L09b,Polraxis L09b,1,1,1,Red,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,30,4,109,-1,-1,219,18.0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,8,Stone + Damage,2,Stone,30,-1,9,68,76,30,87,126,431,91,120,10,-1,-1,100,4,244,Magic Droplet,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
176,*,Polraxis L09c,Polraxis L09c,1,1,2,Purple,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,30,4,109,-1,-1,219,18.0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,71,Silence + Damage,5,Silence,30,-1,9,68,76,30,87,126,431,91,120,10,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
177,*,Polraxis L09d,Polraxis L09d,1,1,3,Blue,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,30,4,109,-1,-1,219,18.0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,69,Sleep + Damage,3,Sleep,30,-1,9,68,76,30,87,126,431,91,120,10,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
178,*,Tara L35,Tara L35,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,40,5046,2636,-1,-1,9004857,18.0,9,9,11,11,9,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,69,Sleep + Damage,3,Sleep,40,-1,35,124,165,30,203,378,365,187,150,20,-1,-1,100,1,251,Riselem Crystal,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
179,*,Tara L38,Tara L38,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,41,5878,2910,-1,-1,9005298,18.0,9,9,11,11,9,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,69,Sleep + Damage,3,Sleep,40,-1,38,134,211,31,219,479,504,201,151,21,-1,-1,100,1,251,Riselem Crystal,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
180,*,Mage Warden L08a,Custodiae L08a,1,1,4,Yellow,-1,-1,0b111111110101,X,X,X,X,X,X,X,X,"",X,"",X,5,31,252,-1,-1,2117,18.0,20,10,5,10,5,20,20,0,0,10,5,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,8,86,83,5,108,129,136,191,70,25,-1,-1,100,1,242,Sacrum Crystal,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
181,*,Mage Warden L08b,Custodiae L08b,1,1,4,Yellow,-1,-1,0b111111110101,X,X,X,X,X,X,X,X,"",X,"",X,5,31,252,-1,-1,2117,18.0,20,10,5,10,5,20,20,0,0,10,5,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,8,86,83,5,108,129,136,191,70,25,-1,-1,100,1,271,Wevles Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
182,*,Executioner L11,Carcer L11,3,3,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,448,432,-1,-1,3048,18.0,12,10,8,10,8,12,20,0,0,10,5,5,0,0,0,10,10,10,10,10,10,2500,73,Weak + Damage,8,Weak,70,-1,11,111,111,25,63,197,185,151,95,10,-1,-1,100,2,242,Sacrum Crystal,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
183,*,Lira L35,Lira L35,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,5,3566,1876,-1,-1,9004183,18.0,10,10,10,11,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,35,212,101,8,105,221,205,405,70,55,-1,-1,100,1,246,Aura of Valor,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
184,*,Lira L38,Lira L38,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,6,4155,2071,-1,-1,9004505,18.0,10,10,10,11,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,38,261,131,9,113,238,352,436,71,56,-1,-1,100,1,246,Aura of Valor,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
